id,session,time,num_hyenas,num_female_ad_lions,num_male_ad_lions,num_other_lions,num_unknown_lions,distance,mobbing,description,notes,hyena_list,Incomplete_CIs
59,t27189,6:59,1,0,1,0,0,10,FALSE,"hyena wan close to lion, so in bushes",2nd.,",csn,",n
60,t27233,7:53,,3,2,0,0,,FALSE,lions arr,1st. am89 was carrying remains of tommie,,n
61,t27233,7:53,1,,1,0,0,,FALSE,"hyena app male lion, run twd hyena, drop carcass and runs",am86 was app at 25m. Lions fd after this. 2nd.,",am86,",n
62,t27237,19:30,,0,2,0,0,3,FALSE,lions wlk close to D,cubs oos in den; lions 3m from den,,n
63,t51306,16:31,0,1,0,0,0,,FALSE,lioness lope arr from S,1st,,N
65,t27770,7:24,,,2,0,0,,FALSE,2 male adult lions arr,1st,,n
66,t51306,16:36,0,1,0,0,0,,FALSE,lioness fd on carcass,"must have gained control after chasing of mali, some hyenas have pieces of carcass",,N
67,t27770,7:24,,,1,0,0,,FALSE,one male lion runs at hyenas,"2nd. Unclear which hyenas. Lots of alarm rumbles, most hyenas are running",,y
68,t51306,16:39,6,1,0,0,0,5,FALSE,hyenas brt gig 5m from lioness,1st,",nick,mali,kier,mln,det,art,",N
69,t51306,16:39,6,1,0,0,0,1,TRUE,"hyenas rush at lioness, abandons carcass",2nd,",nick,mali,kier,mln,det,art,",N
71,t51306,16:40,1,1,0,0,0,,FALSE,"lioness chase hyena,av w/ fd","det was feeding on scrap; mali,kier,art still feeding on carcass taken from lioness",",det,",N
72,t27770,7:37,,3,2,0,0,,FALSE,"lionesses lv, one male fd, one male snf","1st. hyenas are lv scene, don’t know IDs",,n
73,t27770,7:37,,,1,0,0,,FALSE,third male lion arr,2nd,,
74,t27824,5:51,1,3,0,1,0,10,FALSE,hyena wan/snf biscuits close to lions,at 0556 lions lv and all hyenas except amar flw lions.,",gui,",n
75,t28126,6:09,1,0,0,0,1,10,FALSE,"hyena app snf spot, lion app chase hyena, gig run 20m away",don’t know sex or age of lion,",amar,",n
76,t28126,6:51,1,0,0,0,1,,FALSE,"one lion chase hyena 40m, run away",1st. Between 0636-0651 two lions lv,",amar,",n
77,t28126,6:51,1,0,0,0,,,FALSE,hyena runs in take scrap lion was fd on.,2nd.,",day,",n
78,t28126,6:52,0,0,0,0,1,,FALSE,last lion lv,between 0651-0653,,y
80,t28354,6:33,2,,0,0,0,50,FALSE,brt soc snf,50m away from assumed carcass and lion/s in bushes,",day,dnv,",n
81,t28354,6:34,2,,0,0,0,100,FALSE,brt parallel walk,"ali=10m from wr and amar, zim, guc, coo=20m from wr and amar, mer=35 m from wr and amar)",",wr,amar,",n
82,t28354,6:36,7,,0,0,0,,FALSE,hyenas brt lk into bushes (5m apart from each other),2nd. Do not know distance from lion/s,",wr,amar,ali,zim,guc,coo,mer,",n
83,t28354,6:36,7,,0,0,0,20,FALSE,"lion emerges grunts and chases hyenas, brt run away",1st. 100m downstream deom supposed carcass,",mer,gui,ali,wr,amar,coo,zim,",n
84,t28354,6:47,,,0,0,0,,FALSE,alarm rumble hyenas run out of bushes and st/lk,do not know IDs. Happens twice.,,y
85,t28354,6:57,,,0,0,0,,FALSE,lions emerge from bushes not bloody,do not know number/sex of lions,,y
86,t28354,7:07,9,,0,0,0,,FALSE,hyenas lv scene,assumed all present in session,",ali,amar,coo,day,dnv,gui,mer,wr,zim,",y
87,t28506,19:47,2,,0,0,0,,FALSE,hyenas begin to feed on kill,something freaked out lions/hyenas and they stop feeding,",puc,foz,",
88,t28506,19:47,0,2,0,0,0,,FALSE,lions leave kill,,,
89,t28506,19:51,0,2,0,0,0,,FALSE,lionesses return and begin to feed on kill,,,
90,t28506,19:56,3,2,0,0,0,10,FALSE,hyenas brt wan and low,,",puc,foz,sco,",
91,t28506,20:10,,0,0,0,0,,FALSE,hyenas are whooping,don’t know who,"zim,ali,hem,wr,rump,dub,tang,foz,who,sco,",
92,t28506,20:17,,2,0,0,0,10,TRUE,"hyenas whoop and form tight group,hyenas make advances twd lions, then bo, lions fd and ignore hyenas",don’t know who,,
93,t28506,20:20,4,2,0,0,0,,TRUE,hyenas whoop and advance close to lions,,",ali,jut,hem,zim,",
94,t28506,20:26,,0,0,0,0,,FALSE,hyenas are brt and whooping,don’t know who 3rd,",mer,ali,jut,hem,zim,tang,foz,rump,who,",
95,t28506,20:26,,2,0,0,0,,TRUE,"hyenas advance twd lions, st face hyenas",don’t know who 2nd,,
96,t28506,20:26,,2,0,0,0,,FALSE,"more hyenas arr and form group, lions growl",don’t know who,",mer,ali,jut,hem,zim,tang,foz,rump,who,",
97,t28506,20:29,,0,0,0,0,,FALSE,hyenas disperse,don’t know who,",mer,ali,jut,hem,zim,tang,foz,rump,who,",
98,t28506,20:32,,1,0,0,0,,FALSE,one lion decides to lv,,,
99,t28506,20:32,,0,0,0,0,,FALSE,hyenas get excited and whoop and form tight group,don’t know,",par,mer,ali, jut,hem,zim,tang,foz,rump,who,",
100,t28506,20:34,,1,0,0,0,,FALSE,last lion wlks away from kill,1st,,
101,t28506,20:34,,,0,0,0,,FALSE,hyenas rush in to the kill,don’t know who 2nd,",par,mer,ali,jut,hem,zim,tang,foz,rump,who,",
102,t28506,20:34,,,0,0,0,,FALSE,"lion returns to kill, hyenas bo",don’t know who 3rd,",par,mer,ali,jut,hem,zim,tang,foz,rump,who,",
103,t28506,20:35,,1,0,0,0,,FALSE,"lion lv, and hyenas get to fd",don’t know who,",par,mer,ali,jut,hem,zim,tang,foz,rump,who,",
104,t28662,5:56,1,0,0,,0,,FALSE,hyena runs out of bushes carrying gnu stomach scrap,maybe stolen from lion? Risk?,",wr,",y
105,t29615,6:25,,,,,,,FALSE,nine lions lv kill,,,n
106,t29615,6:27,1,,,,,,FALSE,hyena runs in grabs leg lopes off,,",day,",n
107,t29720,6:51,,2,0,2,0,,FALSE,lions wlk twd NW,100m from WHI,,n
108,t29720,6:55,,,0,,0,,FALSE,whoops,"don’t know who, heard frpm SE",",ldv,",y
109,t29720,6:55,1,1,0,,0,20,FALSE,lioness runs hyena bo a few steps,,",chw,",y
110,t29863,6:36,2,1,0,2,0,40,FALSE,hyenas brt wlk into L,,",pisa,lim,",y
111,t29863,6:36,,1,0,2,0,,FALSE,lions in L,,,n
112,t29863,6:40,,1,0,2,0,,FALSE,lions in bushes,,,n
113,t9140,8:33,7,0,1,0,0,,FALSE,"lion runs in hyenas, run FAST about 40m - site",1st. hyenas were fd on scraps and interacting at den when lion ran in,,y
114,t9140,8:33,2,0,1,0,0,20,FALSE,JAB whoop. Lion grunt. JAB whoop. WHO whoop.,2nd,",jab,who,",n
115,t9140,8:37,,0,,0,0,,FALSE,session ends w/hyenas wlk - W,"nothing mentioned about lion's whereabouts/behavior after he grunts at 0833. don't know where RM,JONE,RINC,AMAR went after 0833, when were ""at least 60m - lion"". observers lv in next recorded min after 0833, which is 0837",",gil,who,jab,",y
116,t9166,7:00,2,0,1,0,0,100,FALSE,a BIG male lion first seen wlk E - hyenas,1st,",sx,tz,",n
117,t9166,7:00,1,0,1,0,0,40,FALSE,"hyena st/lk in front of lion, wlks twd hyena","2nd. TZ was flwing SX at 10m in previous line, but doesn't say his rxn b/c of FAS",",sx,",y
118,t9166,7:00,1,0,1,0,0,15,FALSE,"lion app SX, runs E and st/lk 20m - lion","3rd. TZ here too, but don't know how he is reacting due to FAS",",sx,",y
119,t9166,7:01,1,0,1,0,0,15,FALSE,"lion wlk twd hyena, bo 5m st/lk at lion, app - 15m hyena, wlk E watching lion and st/lk on his path",still don't know TZ rxn due to FAS although is 5-15m from SX,",sx,",y
120,t9166,7:02,1,0,1,0,0,10,FALSE,"lion wlk past hyena at 10m, flws lion at 10m",TZ st/lk 20m - lion and 10m - SX at this point,",sx,",n
121,t9166,7:03,1,0,1,0,0,25,FALSE,st/lk at lion and flws lion,TZ st/lk,",sx,",n
122,t9166,7:04,1,0,1,0,0,30,FALSE,lion stops st/lk and hyena st/lk behind lion,TZ whereabouts unk due to FAS,",sx,",y
123,t9166,7:05,1,0,1,0,0,50,FALSE,hyena stops flwing lion,Lion keeps wlk - S and SX goes - SW. TZ flw SX at 40-50m.,",sx,",y
124,t9166,7:07,,0,1,0,0,,FALSE,lion goes oos,,,n
125,t9171,6:43,,0,1,0,0,,FALSE,lion goes oos bushes,"observer still knows where the lion is throughout the session, as is giving distances but still notes that lion is oos. He is still present (fd carcass).",,n
126,t9171,7:06,,0,1,0,0,,FALSE,another lion runs in from the N,,,n
127,t9171,7:07,,0,1,0,0,,FALSE,"lion charges hyenas, run for their lives!","number of fisi involved here not specified, but prob many/most of those listed as present up to this point (all in ID's present list except STG have been mentioned by now)",,y
128,t9171,7:08,,0,1,0,0,,FALSE,2nd male lion enters bushes and fds with 1st,1st. prob also oos to obs in bushes w/1st,,n
129,t9171,7:08,5,0,2,0,0,40,FALSE,lions fd bushes and hyenas so / wlk / st/lk; everyone else wlked off - N,"2nd. these fisi bumble around 40-50m - lions.Nothing else happens until obs lv at 0725, when the scan is the same",",jab,mark,pt,stg,zulu,",y
130,t9180,6:25,2,0,2,0,0,10,FALSE,hyenas st/lk,"JAB st/lk 10m E - lions, HG 10m S - lions",",jab,hg,",n
131,t9180,6:28,,0,1,0,0,,FALSE,lion stop fd,"1st. ""one lion gets up, paws ground, wlks S""",,n
132,t9180,6:28,1,0,1,0,0,,FALSE,hyena runs in grabs leg,2nd. One lion still fding carcass that HG steals from,",hg,",y
133,t9180,6:31,,0,,0,0,,FALSE,hyena starts to whoop and everyone starts whooping,"BAIL is the one who starts the whooping. Closest hyenas to the carcass are <20m, and incl DJ, RCN, SY, BSH, FN, TZ. Farthest from the carcass >60m and incl LG, FA, ZULU. Fisi in b/w not specified, neither are whoopers excpt BAIL",",bail,",y
134,t9180,6:37,2,0,,0,0,10,FALSE,"SY pastes, TZ paste ov",,",sy,tz,",n
135,t9180,6:40,4,0,1,0,0,,FALSE,lion who stopped fd ret carcass and hyenas bo 5m,,",stg,jj,sy,dj,",y
136,t9180,6:45,1,0,2,0,0,,FALSE,hyena runs into carcass with both male lions [fd] and grabs the tail!!!,1st,",rcn,",y
137,t9180,6:45,1,0,2,0,0,6,FALSE,hyena prances around with tail then feeds 6m - lions,2nd,",rcn,",n
138,t9180,6:58,1,0,2,0,0,2,FALSE,hyena st/lk,1st,",rcn,",n
139,t9180,6:58,,0,2,0,0,5,FALSE,"sy whoops, jab whoops, everyone whoops","2nd. SY is the hyena whose distance is specified: ""SY whoops 5m from lion"". Don't know JAB or others' distances",",sy,jab,",y
140,t9180,6:59,3,0,2,0,0,,FALSE,one lion stands up and hyenas run in to grab pieces of carcass,"1st.TZ and SY get legs, and RCN grabs ""a big chunk of fleshy goo."" Assume other lion still fd, & the 1 who stood wlks off a bit either now or shortly after b/c L8r in min hv him ""rushing back."" Lots of whoops,screaming,gig aftr steals,but due 2 fisi intxs",",tz,sy,rcn,",y
141,t9180,6:59,,0,1,0,0,,FALSE,lion rushes back and hyenas scatter,2nd. Unk # / which fisi. Think this is the lion who stood and must hv walked off,,y
142,t9180,6:59,9,0,1,0,0,,FALSE,lion lvs hyenas rush in to fd,"3rd. I think this refers to the lion who was still fd as lving carc, and prob both then left scene b/c no more said abt them. Other fisi present going wild chasing each other; listed are the ones noted from 0659-0707 as fd @ or by kill",",pt,ua,mark,rv,bail,kip,fn,stg,sy,",y
143,t9185,6:31,1,1,0,0,0,10,FALSE,hyena st/lk,"I'm almost positive lioness is so, but doesn't specifically say so. No rxns recorded for lioness this entire session",",sx,",n
144,t9185,6:32,2,1,0,0,0,5,FALSE,hyenas brt st/lk parallel,1st,",sy,fn,",n
145,t9185,6:32,1,1,0,0,0,7,FALSE,hyena st/lk,2nd,",who,",n
146,t9185,6:33,1,1,0,0,0,5,FALSE,hyena brt wan/snf,2nd,",fa,",n
147,t9185,6:33,2,1,0,0,0,5,FALSE,hyenas brt st/lk 1m apart from one another,3rd,",fa,sy,",n
148,t9185,6:35,1,1,0,0,0,10,FALSE,hyena st/lk,,",fa,",n
149,t9185,6:36,2,1,0,0,0,5,FALSE,hyenas brt st/lk 1m apart from one another,1st,",fn,sy,",n
150,t9185,6:36,1,1,0,0,0,10,FALSE,hyena st/lk,2nd,",who,",n
151,t9185,6:36,1,1,0,0,0,5,FALSE,hyena brt paste,3rd,",sy,",n
152,t9185,6:37,1,1,0,0,0,5,FALSE,hyena snf grnd,"1st. Not noted, but I bet FN is sniffing where SY pasted at 0636",",fn,",n
153,t9185,6:37,1,1,0,0,0,10,FALSE,hyena st/lk,2nd,",fa,",n
154,t9185,6:38,1,1,0,0,0,5,FALSE,hyena wan/snf,,",tz,",n
155,t9185,6:39,1,1,0,0,0,3,FALSE,"one hyena sit grm, one st/lk","FA is the sit groomer at 3m; it is noted that TZ st/lk 1m - FA, so he must also be 3-4m - lioness. This is the last time the fisi pay attn to the lioness. Soon boys flw WHO as she wlks off",",fa,tz,",n
156,t9185,6:33,1,1,0,0,0,,FALSE,hyena bo 10m,"1st. Literally just says ""WHO bo 10m"" on a line, but I think this means from the lioness since she had just been 7m away from her",",who,",y
157,t9199,7:13,,0,0,0,1,,FALSE,lioness lv kill scene,,,n
158,t29177,7:56,4,,0,,0,5,FALSE,hyenas brt st/lk in a wall,unID also present,",art,ath,mali,",n
159,t29177,7:58,3,1,0,2,0,5,TRUE,hyenas brt wlk twd carcass,,",bacc,her,ath,",n
160,t29177,7:59,3,,0,,0,5,FALSE,hyenas brt low st/lk at carcass,,",art,ath,ali,",n
161,t29177,8:16,2,1,0,2,0,5,TRUE,hyenas brt app carcass,,",ali,ath,",n
162,t29177,7:56,4,,0,,0,10,FALSE,hyenas close to carcass,lions at carcass so hyenas are app lions.,",mig,mrph,mali,vgs,",n
163,t29177,7:59,1,,0,,0,10,FALSE,hyena so close to carcass,,",cam,",n
164,t29177,8:12,2,,0,,0,5,FALSE,hyenas join main group by carcass,unclear who in main group,",csn,ktn,",n
165,t29177,8:14,,,0,,0,,FALSE,hyenas spooked,most likely because of lions but unsure,"csn,ktn,mrph,ali,ath,art,",y
166,t29177,8:22,,,0,,0,,FALSE,all hyenas lv to NW,assumed all present in session,"art,ath,mali,bacc,her,sein,mig,mrph,vgs,pias,mojo,",y
167,t29177,8:33,,,0,1,0,,FALSE,one subadult male still feeds on carcass at original site,do not know where other 2 lions are,,y
168,t29177,8:34,,,0,1,0,,FALSE,subadult male stops feeding and lvs,"hyenas begin at app carcass, scared by combi. 1st",,n
169,t29177,8:34,1,,0,1,0,30,FALSE,"hyena begins to app lion, then bo from lion",2nd,",lim,",y
170,t29177,8:34,,,0,1,0,10,FALSE,subadult male rtns and st/lk at carcass,3rd,,n
171,t29177,8:39,,,0,1,0,,FALSE,subadult male lion lvs again,,,n
172,t29177,8:41,,1,0,2,0,,FALSE,all three lions are wlking back to carcass,1st. they are 40 m away,,n
173,t29177,8:41,1,,0,,0,,FALSE,hyena gets spooked grins wlks away,2nd,",lim,",n
174,t29177,8:41,1,,0,,0,20,FALSE,hyena runs away from lions,3rd,",art,",n
175,t29177,8:41,5,1,0,2,0,,FALSE,"3 lions return to carcass, hyenas bo. Lions feed so at carcass",4th,",lim,art,bacc,aki,ath,",n
176,t29177,8:41,3,1,0,2,0,,FALSE,"lions walk twd hyenas, grin brt wlk away bo",5th,",mig, mrph,vgs,",n
177,t9214,6:42,5,0,3,0,0,30,FALSE,lions first seen so fd carcass 30m - hyenas,lions are feeding in bushes,",hg,rs,mike,stg,ger,",n
178,t29177,8:46,,,0,,0,,FALSE,all hyenas move off from kill area,assumed all hyenas present,"art,ath,mali,bacc,her,sein,mig,mrph,vgs,pias,mojo,",y
179,t29177,8:52,,,0,1,0,,FALSE,one lion fds at carcass,1st,,n
180,t29177,8:52,2,0,0,0,1,5,TRUE,hyenas app carcass,2nd,",art,ath,",n
181,t29177,8:52,2,,0,,0,10,FALSE,hyenas st/lk carcass,3rd,",bacc,mrph,",n
182,t29177,8:52,5,0,0,0,1,5,TRUE,hyenas app carcass,4th,",mrph,art,ath,mig,vgs,",n
183,t29177,8:52,1,,0,1,0,,FALSE,"lion stalks hyena, see him squeals,runs off eb brt",5th,",ath,",n
184,t29177,8:55,,,0,1,0,,FALSE,one lion fds other sits 5m from carcass,1st,,n
185,t29177,8:55,,,0,,0,,FALSE,hyenas lv bo,unclear who,",mrph,vgs,mig,ath,bacc,ali,art,",y
186,t29177,9:01,,1,0,2,0,,FALSE,one lion fd other 2 so 25m fom carcass,when did female come back??,,y
187,t9220,6:25,11,1,0,0,0,3,TRUE,11 hyenas surround lioness (so),other 3 hyenas not Ided,",jone,rinc,jab,wr,par,rv,rm,bern,",y
188,t9220,6:55,1,1,0,0,0,,FALSE,lioness wlks up Jackal Hill hyena flw lioness,1st. all other hyenas present so; were 3-60m - SUN at 0647 scan. I assume lioness continues walking/lv wlk from the scene here as she is not mentioned hereafter,",sun,",y
189,t9220,6:55,1,,0,0,0,,FALSE,hyena ret to other hyenas from flwing lioness,2nd,",sun,",n
190,t9574,17:55,4,1,0,0,0,,FALSE,lion and hyenas still fd carcass,"MIKE also here; he was feeding at 1753 upon arrival, but right now st/lk 1m - BAIL",",bail,sy,wald,mark,",y
191,t9574,17:58,5,1,0,0,0,,FALSE,hyena alarm rumbles; lion lvs kill and all hyenas scatter,obs don't know which hyena rumbled or why. Also unk if the lioness leaving the kill has anything to do with the alarm rumble/the hyenas in general,",bail,sy,wald,mark,mike,",y
192,t9574,18:00,2,,0,0,0,,FALSE,hyenas ret carcass to fd,"Lioness not mentioned anymore, so possibly has left scene entirely",",bail,wald",y
193,t9688,6:30,6,2,1,0,0,,FALSE,"hyenas move off, lions feed",the other 3 hyenas who were here left the minute of arrival,",bal,sim,tz,",y
194,t9794,7:13,,3,0,0,0,,FALSE,lions arr on the scene - E. hyenas alarm call,1st,,y
195,t9794,7:13,1,3,0,0,0,,FALSE,"hyena first to app lows at and wlks twd lionesses, retreat back into bushes after peeing and scent marking",2nd,",dj,",y
196,t9794,7:13,2,3,0,0,0,,TRUE,CR carries a piece of gnu skin and joins DJ ag lionesses,3rd,",dj,cr,",y
197,t9794,7:14,7,3,0,0,0,,TRUE,other subads join DJ and CR ag lionesses as they retreat,"says ""incl DD, MP, WR, ZULU, LOP"", so maybe more subs joined too. Noted that DEB and ZING do not join these guys ag lionesses. Also, ""meanwhile SY fds on what is left of the carc""",",dj,cr,dd,mp,wr,zulu,lop,",y
198,t9794,7:30,,3,0,0,0,,FALSE,3 lionesses are back,"""most hyenas have left to SE."" at least GOB, POS, DD, WR here this minute though, prob SY and ZULU around  too (maybe in bushes during scan?) b/c these two are present 5 min later",,y
199,t9794,7:35,,3,0,0,0,,FALSE,lionesses go oos - S,fisi still fd carcass and carcass scraps,,y
200,t9846,19:04,,1,0,0,0,,FALSE,"5-6 hyenas snf area in tall grass, all brt then hear lion growl and an adult lioness is on the scene","1st. ""we don't know if [the lioness] was so in the tall grass or came down from the rim of the ravine. The interesting place [to the brt snfing hyenas] was halfway down from ravine rim to where Talek River flows."" I think maybe hyenas were soc snf",,y
201,t9846,19:04,,1,0,0,0,,FALSE,"at roar, hyenas startle and disperse",2nd. I assume it is the same lioness that growled and has already been seen that roared,,y
202,t9846,19:05,,1,0,1,0,,FALSE,subadult lion and another lioness first seen,"the subadult is large, sex not specified. The sub is seen first sit lk 10m - the first lioness, then ""another ad lioness appears on scene, now lions=3""",,n
